reviewer_orcid,reviewer_title_doi,reviewer_title,reviewer_paper_attribure
1300,,Towards Energy-Efficient Database Cluster Design,queries clusters energy performs data node power designed database server efficiency parallel vertica scales dbms  energy performing queries clusters processing 
890,,Skyline Operator on Anti-correlated Distributions,algorithm skylines point eliminates data distribution sorting dimensionality cardinal complexity section modeling values based  skyline eliminate dimensional data algorithm 
919,,Query Optimization over Crowdsourced Data,queried fetched data estimates operators plans country optimize costs decoi value deco cardinal ing differ  data ing query estimation plan 
1125,"http://madlib.net,",The MADlib Analytics Library,databases data madlib sql analytic iterative likely sources method function software parallelize providing leveling algorithmic  data database parallel software engineering 
1141,,High-Performance Concurrency Control  Mechanisms for Main-Memory Databases,transactions versions reading committing timestamp updatable method field tables valid times hash performed memory currently  timestamps version begin state figure 
1262,,On the Complexity of Query Result Diversification,queries diversification functions results problems item works given complexity setting recommendation objective diversity differs tion  queries problem diversification function objective 
1168,,Improving Flash Write Performance by Using Update Frequency,data paged updating clean writes ftls block modeled flash pgc sized ssd policies erasing proposed  updated writing data cleaning pgc 
1361,,Distribution-Based Query Scheduling,time queries costs schedulers distributions shepherd execute bases sla databases cbs cases figure run histogram  shepherd cost distributed time based 
1323,,A Data-adaptive and Dynamic Segmentation Index for Whole Matching on Time Series ,segmenting time method series nodes indexed splitting bounded section similar tion apca values adaptive differ  segmenting methods bounds time upper 
716,,On Predictive Modeling for Optimizing Transaction Execution in Parallel OLTP Systems,transactions partitioned executes states base query accessing dbms oltp models distributions requires commits nodes  transaction action queries concurrently 
